Prompt_ID,Repetition,Human_Grade,Auto_Grade,Ground_Truth
PROMPT_0531,1,highly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0531,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0531,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0532,1,slightly unsatisfying,highly satisfying,highly satisfying
PROMPT_0532,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0532,3,highly unsatisfying,highly satisfying,highly satisfying
PROMPT_0533,1,slightly satisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0533,2,highly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0533,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0534,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0534,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0534,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0535,1,highly satisfying,highly satisfying,highly unsatisfying
PROMPT_0535,2,slightly unsatisfying,highly satisfying,highly unsatisfying
PROMPT_0535,3,highly unsatisfying,highly satisfying,highly unsatisfying
PROMPT_0536,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0536,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0536,3,slightly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0537,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0537,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0537,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0538,1,slightly satisfying,highly satisfying,highly satisfying
PROMPT_0538,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0538,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0539,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0539,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0539,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0540,1,highly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0540,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0540,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0541,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0541,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0541,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0542,1,highly satisfying,highly satisfying,slightly satisfying
PROMPT_0542,2,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0542,3,slightly unsatisfying,highly satisfying,slightly satisfying
PROMPT_0543,1,highly satisfying,highly unsatisfying,highly satisfying
PROMPT_0543,2,highly satisfying,highly unsatisfying,highly satisfying
PROMPT_0543,3,highly satisfying,highly unsatisfying,highly satisfying
PROMPT_0544,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0544,2,slightly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0544,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0545,1,highly satisfying,slightly satisfying,highly satisfying
PROMPT_0545,2,highly satisfying,slightly satisfying,highly satisfying
PROMPT_0545,3,highly satisfying,slightly satisfying,highly satisfying
PROMPT_0546,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0546,2,slightly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0546,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0547,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0547,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0547,3,highly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0548,1,highly unsatisfying,slightly satisfying,highly unsatisfying
PROMPT_0548,2,highly unsatisfying,slightly satisfying,highly unsatisfying
PROMPT_0548,3,highly unsatisfying,slightly satisfying,highly unsatisfying
PROMPT_0549,1,highly unsatisfying,highly satisfying,slightly unsatisfying
PROMPT_0549,2,slightly unsatisfying,highly satisfying,slightly unsatisfying
PROMPT_0549,3,slightly satisfying,highly satisfying,slightly unsatisfying
PROMPT_0550,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0550,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0550,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0551,1,slightly satisfying,highly satisfying,highly satisfying
PROMPT_0551,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0551,3,slightly unsatisfying,highly satisfying,highly satisfying
PROMPT_0552,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0552,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0552,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0553,1,slightly unsatisfying,slightly satisfying,slightly unsatisfying
PROMPT_0553,2,slightly unsatisfying,slightly satisfying,slightly unsatisfying
PROMPT_0553,3,slightly unsatisfying,slightly satisfying,slightly unsatisfying
PROMPT_0554,1,highly satisfying,highly unsatisfying,highly satisfying
PROMPT_0554,2,highly satisfying,highly unsatisfying,highly satisfying
PROMPT_0554,3,slightly unsatisfying,highly unsatisfying,highly satisfying
PROMPT_0555,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0555,2,slightly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0555,3,highly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0556,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0556,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0556,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0557,1,slightly satisfying,highly unsatisfying,slightly satisfying
PROMPT_0557,2,slightly satisfying,highly unsatisfying,slightly satisfying
PROMPT_0557,3,slightly satisfying,highly unsatisfying,slightly satisfying
PROMPT_0558,1,highly satisfying,slightly satisfying,slightly satisfying
PROMPT_0558,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0558,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0559,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0559,2,slightly satisfying,highly satisfying,highly satisfying
PROMPT_0559,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0560,1,slightly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0560,2,highly satisfying,slightly satisfying,slightly satisfying
PROMPT_0560,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0561,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0561,2,slightly unsatisfying,highly satisfying,highly satisfying
PROMPT_0561,3,highly unsatisfying,highly satisfying,highly satisfying
PROMPT_0562,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0562,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0562,3,slightly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0563,1,highly satisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0563,2,highly unsatisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0563,3,highly unsatisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0564,1,slightly satisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0564,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0564,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0565,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0565,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0565,3,slightly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0566,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0566,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0566,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0567,1,highly satisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0567,2,slightly satisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0567,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0568,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0568,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0568,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0569,1,highly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0569,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0569,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0570,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0570,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0570,3,highly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0571,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0571,2,slightly unsatisfying,highly satisfying,highly satisfying
PROMPT_0571,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0572,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0572,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0572,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0573,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0573,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0573,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0574,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0574,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0574,3,slightly unsatisfying,highly satisfying,highly satisfying
PROMPT_0575,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0575,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0575,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0576,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0576,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0576,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0577,1,highly unsatisfying,highly satisfying,highly satisfying
PROMPT_0577,2,slightly satisfying,highly satisfying,highly satisfying
PROMPT_0577,3,highly unsatisfying,highly satisfying,highly satisfying
PROMPT_0578,1,highly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0578,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0578,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0579,1,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0579,2,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0579,3,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0580,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0580,2,highly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0580,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0581,1,highly satisfying,highly satisfying,slightly satisfying
PROMPT_0581,2,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0581,3,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0582,1,slightly satisfying,highly satisfying,highly satisfying
PROMPT_0582,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0582,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0583,1,slightly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0583,2,slightly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0583,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0584,1,highly unsatisfying,slightly satisfying,highly unsatisfying
PROMPT_0584,2,highly unsatisfying,slightly satisfying,highly unsatisfying
PROMPT_0584,3,highly unsatisfying,slightly satisfying,highly unsatisfying
PROMPT_0585,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0585,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0585,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0586,1,highly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0586,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0586,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0587,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0587,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0587,3,slightly satisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0588,1,slightly unsatisfying,highly satisfying,slightly unsatisfying
PROMPT_0588,2,slightly unsatisfying,highly satisfying,slightly unsatisfying
PROMPT_0588,3,slightly unsatisfying,highly satisfying,slightly unsatisfying
PROMPT_0589,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0589,2,slightly satisfying,highly satisfying,highly satisfying
PROMPT_0589,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0590,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0590,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0590,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0591,1,highly unsatisfying,slightly satisfying,highly satisfying
PROMPT_0591,2,highly satisfying,slightly satisfying,highly satisfying
PROMPT_0591,3,slightly satisfying,slightly satisfying,highly satisfying
PROMPT_0592,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0592,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0592,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0593,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0593,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0593,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0594,1,slightly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0594,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0594,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0595,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0595,2,highly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0595,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0596,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0596,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0596,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0597,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0597,2,highly satisfying,slightly satisfying,slightly satisfying
PROMPT_0597,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0598,1,slightly unsatisfying,highly unsatisfying,slightly unsatisfying
PROMPT_0598,2,slightly unsatisfying,highly unsatisfying,slightly unsatisfying
PROMPT_0598,3,slightly unsatisfying,highly unsatisfying,slightly unsatisfying
PROMPT_0599,1,slightly unsatisfying,highly unsatisfying,slightly unsatisfying
PROMPT_0599,2,highly unsatisfying,highly unsatisfying,slightly unsatisfying
PROMPT_0599,3,slightly unsatisfying,highly unsatisfying,slightly unsatisfying
PROMPT_0600,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0600,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0600,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0601,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0601,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0601,3,highly unsatisfying,highly satisfying,highly satisfying
PROMPT_0602,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0602,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0602,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0603,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0603,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0603,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0604,1,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0604,2,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0604,3,highly unsatisfying,highly satisfying,slightly satisfying
PROMPT_0605,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0605,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0605,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0606,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0606,2,highly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0606,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0607,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0607,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0607,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0608,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0608,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0608,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0609,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0609,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0609,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0610,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0610,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0610,3,highly satisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0611,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0611,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0611,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0612,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0612,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0612,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0613,1,slightly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0613,2,highly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0613,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0614,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0614,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0614,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0615,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0615,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0615,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0616,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0616,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0616,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0617,1,highly unsatisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0617,2,highly unsatisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0617,3,slightly unsatisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0618,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0618,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0618,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0619,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0619,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0619,3,highly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0620,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0620,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0620,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0621,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0621,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0621,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0622,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0622,2,slightly satisfying,highly satisfying,highly satisfying
PROMPT_0622,3,slightly unsatisfying,highly satisfying,highly satisfying
PROMPT_0623,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0623,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0623,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0624,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0624,2,slightly satisfying,highly satisfying,highly satisfying
PROMPT_0624,3,highly unsatisfying,highly satisfying,highly satisfying
PROMPT_0625,1,slightly unsatisfying,highly satisfying,highly satisfying
PROMPT_0625,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0625,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0626,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0626,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0626,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0627,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0627,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0627,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0628,1,highly unsatisfying,highly satisfying,highly unsatisfying
PROMPT_0628,2,highly unsatisfying,highly satisfying,highly unsatisfying
PROMPT_0628,3,highly unsatisfying,highly satisfying,highly unsatisfying
PROMPT_0629,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0629,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0629,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0630,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0630,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0630,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0631,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0631,2,slightly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0631,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0632,1,highly unsatisfying,highly unsatisfying,slightly satisfying
PROMPT_0632,2,slightly satisfying,highly unsatisfying,slightly satisfying
PROMPT_0632,3,highly unsatisfying,highly unsatisfying,slightly satisfying
PROMPT_0633,1,highly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0633,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0633,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0634,1,slightly unsatisfying,slightly satisfying,slightly unsatisfying
PROMPT_0634,2,slightly unsatisfying,slightly satisfying,slightly unsatisfying
PROMPT_0634,3,slightly unsatisfying,slightly satisfying,slightly unsatisfying
PROMPT_0635,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0635,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0635,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0636,1,slightly satisfying,highly satisfying,highly satisfying
PROMPT_0636,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0636,3,slightly satisfying,highly satisfying,highly satisfying
PROMPT_0637,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0637,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0637,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0638,1,highly unsatisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0638,2,highly unsatisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0638,3,highly unsatisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0639,1,highly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0639,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0639,3,slightly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0640,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0640,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0640,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0641,1,slightly satisfying,slightly unsatisfying,slightly satisfying
PROMPT_0641,2,slightly satisfying,slightly unsatisfying,slightly satisfying
PROMPT_0641,3,highly unsatisfying,slightly unsatisfying,slightly satisfying
PROMPT_0642,1,highly satisfying,slightly satisfying,highly satisfying
PROMPT_0642,2,highly satisfying,slightly satisfying,highly satisfying
PROMPT_0642,3,highly satisfying,slightly satisfying,highly satisfying
PROMPT_0643,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0643,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0643,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0644,1,highly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0644,2,highly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0644,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0645,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0645,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0645,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0646,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0646,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0646,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0647,1,slightly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0647,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0647,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0648,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0648,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0648,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0649,1,highly satisfying,slightly satisfying,slightly unsatisfying
PROMPT_0649,2,slightly unsatisfying,slightly satisfying,slightly unsatisfying
PROMPT_0649,3,slightly satisfying,slightly satisfying,slightly unsatisfying
PROMPT_0650,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0650,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0650,3,slightly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0651,1,slightly satisfying,slightly satisfying,highly satisfying
PROMPT_0651,2,highly satisfying,slightly satisfying,highly satisfying
PROMPT_0651,3,highly satisfying,slightly satisfying,highly satisfying
PROMPT_0652,1,highly unsatisfying,highly satisfying,highly unsatisfying
PROMPT_0652,2,highly unsatisfying,highly satisfying,highly unsatisfying
PROMPT_0652,3,highly unsatisfying,highly satisfying,highly unsatisfying
PROMPT_0653,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0653,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0653,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0654,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0654,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0654,3,highly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0655,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0655,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0655,3,slightly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0656,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0656,2,slightly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0656,3,highly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0657,1,slightly unsatisfying,slightly satisfying,slightly unsatisfying
PROMPT_0657,2,slightly unsatisfying,slightly satisfying,slightly unsatisfying
PROMPT_0657,3,slightly unsatisfying,slightly satisfying,slightly unsatisfying
PROMPT_0658,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0658,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0658,3,slightly unsatisfying,highly unsatisfying,highly unsatisfying
